exercises_id,exercises_decoding,exercises_name,exercises_aliases,exercises_type,exercises_focus,exercises_variation,exercises_motion,exercises_grip,exercises_configuration,exercises_facilitation,exercises_orientation,exercises_equipment,exercises_difficulty
759,Running (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Inclined Treadmill⌋,Running  /  with Inclined Treadmill,,Running,,,,,,,,Inclined Treadmill,
763,Running (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Treadmill⌋,Running  /  with Treadmill,,Running,,,,,,,,Treadmill,
764,Running (-) ⟮-⟯ [Backward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Backward Running  /  -,,Running,,,Backward,,,,,-,
758,Running (-) ⟮-⟯ [High Knee] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,High Knee Running  /  -,,Running,,,High Knee,,,,,-,
768,Running (-) ⟮-⟯ [Static] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Static Running  /  -,,Running,,,Static,,,,,-,
765,Running (-) ⟮Fast Feet⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Fast Feet Running  /  -,,Running,,Fast Feet,,,,,,-,
766,Running (-) ⟮Short Stride⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Short Stride Running  /  -,,Running,,Short Stride,,,,,,-,
785,Running (-) ⟮Shuttle⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lateral Shuttle Running  /  -,,Running,,Shuttle,Lateral,,,,,-,
767,Running (-) ⟮Sprinter⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋,Sprinter Running  /  with Loop Band,,Running,,Sprinter,,,,,,Loop Band,
769,Running (-) ⟮Wheel⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Wheel Running  /  -,,Running,,Wheel,,,,,,-,
770,Scaption (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Scaption  /  with Dumbbells,,Scaption,,,,,,,,Dumbbells,
771,Scissor (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Scissor  /  -,,Scissor,,,,,,,,-,
772,Scissor (Arm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Arm Scissor  /  -,,Scissor,Arm,,,,,,,-,
776,Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Shoulder Shrug  /  with Barbell,,Shrug,Shoulder,,,,,,,Barbell,
777,"Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋","Shoulder Shrug  /  with Cable Machine, Lat Pulldown Bar",,Shrug,Shoulder,,,,,,,"Cable Machine, Lat Pulldown Bar",
778,Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Shoulder Shrug  /  with Dumbbells,,Shrug,Shoulder,,,,,,,Dumbbells,
775,Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Standing Calf Machine⌋,Shoulder Shrug  /  with Fixed Standing Calf Machine,,Shrug,Shoulder,,,,,,,Fixed Standing Calf Machine,
779,Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Deadlift Machine⌋,Shoulder Shrug  /  with Lever Deadlift Machine,,Shrug,Shoulder,,,,,,,Lever Deadlift Machine,
780,Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋,Shoulder Shrug  /  with Smith Machine,,Shrug,Shoulder,,,,,,,Smith Machine,
774,"Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Backward Sitting⌉ ⌊Dumbbells, Inclined Bench⌋","Shoulder Shrug  /  at Inclined Backward Sitting Orientation  /  with Dumbbells, Inclined Bench",,Shrug,Shoulder,,,,,,Inclined Backward Sitting,"Dumbbells, Inclined Bench",
773,"Shrug (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Forward Sitting⌉ ⌊Dumbbells, Inclined Bench⌋","Shoulder Shrug  /  at Inclined Forward Sitting Orientation  /  with Dumbbells, Inclined Bench",,Shrug,Shoulder,,,,,,Inclined Forward Sitting,"Dumbbells, Inclined Bench",
781,Shrug (Shoulder) ⟮-⟯ [Behind Back] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Behind Back Shoulder Shrug  /  with Barbell,,Shrug,Shoulder,,Behind Back,,,,,Barbell,
782,Shrug (Shoulder) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Overhead Shoulder Shrug  /  with Barbell,,Shrug,Shoulder,,Overhead,,,,,Barbell,
783,"Shrug (Shoulder) ⟮Gittleson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Gittleson Shoulder Shrug  /  with Dumbbell, Flat Bench",,Shrug,Shoulder,Gittleson,,,,,,"Dumbbell, Flat Bench",
784,Shuffle (-) ⟮Boxer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Boxer Shuffle  /  -,,Shuffle,,Boxer,,,,,,-,
786,Sit (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Sit  /  with Wall,,Sit,,,,,,,,Wall,
787,Sit (-) ⟮L⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,L Sit  /  -,,Sit,,L,,,,,,-,
801,"Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Wall⌋","Wall Sit  /  with Dumbbell, Wall",,Sit,,Wall,,,,,,"Dumbbell, Wall",
802,"Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball, Wall⌋","Wall Sit  /  with Stability Ball, Wall",,Sit,,Wall,,,,,,"Stability Ball, Wall",
803,Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Wall Sit  /  with Wall,,Sit,,Wall,,,,,,Wall,
804,Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊Wall⌋,1 Leg Wall Sit  /  with Wall,,Sit,,Wall,,,1 Leg,,,Wall,
805,Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼Narrow Stance⧽ {-} ⌈-⌉ ⌊Wall⌋,Narrow Stance Wall Sit  /  with Wall,,Sit,,Wall,,,Narrow Stance,,,Wall,
806,"Sit (-) ⟮Wall⟯ [-] ⟨-⟩ ⧼Raised Heel⧽ {-} ⌈-⌉ ⌊Step Platform, Wall⌋","Raised Heel Wall Sit  /  with Step Platform, Wall",,Sit,,Wall,,,Raised Heel,,,"Step Platform, Wall",
798,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Sit Up  /  -,,Sit Up,,,,,,,,-,
795,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Abdominal Bench⌋,Sit Up  /  with Abdominal Bench,,Sit Up,,,,,,,,Abdominal Bench,
796,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Sit Up  /  with Stability Ball,,Sit Up,,,,,,,,Stability Ball,
797,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate⌋,Sit Up  /  with Weight Plate,,Sit Up,,,,,,,,Weight Plate,
799,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Arms⧽ {-} ⌈-⌉ ⌊-⌋,Raised Arms Sit Up  /  -,,Sit Up,,,,,Raised Arms,,,-,
800,Sit Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Feet⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Raised Feet Sit Up  /  with Flat Bench,,Sit Up,,,,,Raised Feet,,,Flat Bench,
793,Sit Up (-) ⟮-⟯ [Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Twisting Sit Up  /  -,,Sit Up,,,Twisting,,,,,-,
788,Sit Up (-) ⟮Butterfly⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Butterfly Sit Up  /  -,,Sit Up,,Butterfly,,,,,,-,
789,Sit Up (-) ⟮Full⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Full Sit Up  /  -,,Sit Up,,Full,,,,,,-,
790,"Sit Up (-) ⟮Jackknife⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, Ankle Straps, Anchor⌋","Jackknife Sit Up  /  with Tube Band, Ankle Straps, Anchor",,Sit Up,,Jackknife,,,,,,"Tube Band, Ankle Straps, Anchor",
791,Sit Up (-) ⟮Quarter⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Quarter Sit Up  /  -,,Sit Up,,Quarter,,,,,,-,
792,Sit Up (-) ⟮T Cross⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,T Cross Sit Up  /  -,,Sit Up,,T Cross,,,,,,-,
794,Sit Up (-) ⟮V⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,V Sit Up  /  -,,Sit Up,,V,,,,,,-,
807,Skater (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Skater  /  -,,Skater,,,,,,,,-,
809,"Skier (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Tube Bands, D Handles, Band Bar⌋","Skier  /  with Mini Tube Bands, D Handles, Band Bar",,Skier,,,,,,,,"Mini Tube Bands, D Handles, Band Bar",
808,Skiing (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Ski Machine⌋,Skiing  /  with Ski Machine,,Skiing,,,,,,,,Ski Machine,
810,Skip (Knee) ⟮-⟯ [High] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊-⌋,Alternating High Knee Skip  /  -,,Skip,Knee,,High,,Alternating,,,-,
812,"Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Skull Crusher  /  with Barbell, Flat Bench",,Skull Crusher,,,,,,,,"Barbell, Flat Bench",
813,"Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Skull Crusher  /  with Dumbbell, Flat Bench",,Skull Crusher,,,,,,,,"Dumbbell, Flat Bench",
814,Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Skull Crusher  /  with Dumbbell,,Skull Crusher,,,,,,,,Dumbbell,
815,"Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Tube Bands, D Handles, Band Bar, Flat Bench⌋","Skull Crusher  /  with Mini Tube Bands, D Handles, Band Bar, Flat Bench",,Skull Crusher,,,,,,,,"Mini Tube Bands, D Handles, Band Bar, Flat Bench",
811,Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋,Skull Crusher  /  with Smith Machine,,Skull Crusher,,,,,,,,Smith Machine,
816,"Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋","Close Grip Skull Crusher  /  with Barbell, Abdominal Bench",,Skull Crusher,,,,Close Grip,,,,"Barbell, Abdominal Bench",
817,"Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Bench⌋","Close Grip Skull Crusher  /  with Barbell, Inclined Bench",,Skull Crusher,,,,Close Grip,,,,"Barbell, Inclined Bench",
818,"Skull Crusher (-) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Reverse Grip Skull Crusher  /  with Barbell, Flat Bench",,Skull Crusher,,,,Reverse Grip,,,,"Barbell, Flat Bench",
819,Slam (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋,Overhead Slam  /  with Medicine Ball,,Slam,,,Overhead,,,,,Medicine Ball,
820,"Sledge Hammer (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire, Hammer⌋","Sledge Hammer  /  with Training Tire, Hammer",,Sledge Hammer,,,,,,,,"Training Tire, Hammer",
821,Slide (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Slide  /  -,,Slide,,,,,,,,-,
142,Slide (-) ⟮Hell⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Hell Slide  /  -,,Slide,,Hell,,,,,,-,
822,"Slide (Serratus) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Foam Roller, Wall⌋","Serratus Slide  /  with Foam Roller, Wall",,Slide,Serratus,,,,,,,"Foam Roller, Wall",
823,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Snatch  /  with Barbell,,Snatch,,,,,,,,Barbell,
824,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,1 Arm Snatch  /  with Dumbbell,,Snatch,,,,,1 Arm,,,Dumbbell,
825,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,1 Arm Snatch  /  with Kettlebell,,Snatch,,,,,1 Arm,,,Kettlebell,
826,Snatch (-) ⟮Balance⟯ [Heaving] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Heaving Balance Snatch  /  with Barbell,,Snatch,,Balance,Heaving,,,,,Barbell,
827,Snatch (-) ⟮Muscle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Muscle Snatch  /  with Barbell,,Snatch,,Muscle,,,,,,Barbell,
828,Snatch (-) ⟮Power⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Power Snatch  /  with Barbell,,Snatch,,Power,,,,,,Barbell,
829,Snatch (-) ⟮Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Split Snatch  /  with Kettlebell,,Snatch,,Split,,,,,,Kettlebell,
832,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Squat  /  -,,Squat,,,,,,,,-,
830,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Squat  /  with Barbell, Flat Bench",,Squat,,,,,,,,"Barbell, Flat Bench",
833,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Squat Rack⌋","Squat  /  with Barbell, Squat Rack",,Squat,,,,,,,,"Barbell, Squat Rack",
834,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Squat  /  with Barbell,,Squat,,,,,,,,Barbell,
835,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Squat  /  with Dumbbells,,Squat,,,,,,,,Dumbbells,
837,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋,Squat  /  with Kettlebells,,Squat,,,,,,,,Kettlebells,
838,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋,Squat  /  with Smith Machine,,Squat,,,,,,,,Smith Machine,
836,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball, Wall⌋","Squat  /  with Stability Ball, Wall",,Squat,,,,,,,,"Stability Ball, Wall",
831,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋","Squat  /  with Tube Band, D Handles",,Squat,,,,,,,,"Tube Band, D Handles",
839,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Squat  /  with Wall,,Squat,,,,,,,,Wall,
841,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊-⌋,1 Leg Squat  /  -,,Squat,,,,,1 Leg,,,-,
840,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {Supported} ⌈-⌉ ⌊-⌋,Supported 1 Leg Squat  /  -,,Squat,,,,,1 Leg,Supported,,-,
842,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Elevated Heel⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Step Platform⌋","Elevated Heel Squat  /  with Barbell, Inclined Step Platform",,Squat,,,,,Elevated Heel,,,"Barbell, Inclined Step Platform",
843,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼High Knee⧽ {-} ⌈-⌉ ⌊-⌋,High Knee Squat  /  -,,Squat,,,,,High Knee,,,-,
844,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Narrow Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋,Narrow Stance Squat  /  with Barbell,,Squat,,,,,Narrow Stance,,,Barbell,
850,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Wide Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋,Wide Stance Squat  /  with Barbell,,Squat,,,,,Wide Stance,,,Barbell,
890,Squat (-) ⟮-⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,High Squat  /  with Barbell,,Squat,,,High,,,,,Barbell,
900,Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lateral Squat  /  -,,Squat,,,Lateral,,,,,-,
901,Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Lateral Squat  /  with Kettlebell,,Squat,,,Lateral,,,,,Kettlebell,
846,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Overhead Squat  /  with Barbell,,Squat,,,Overhead,,,,,Barbell,
845,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Free Bar⌋,Overhead Squat  /  with Free Bar,,Squat,,,Overhead,,,,,Free Bar,
847,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Overhead Squat  /  with Kettlebell,,Squat,,,Overhead,,,,,Kettlebell,
848,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋,Overhead Squat  /  with Loop Band,,Squat,,,Overhead,,,,,Loop Band,
849,Squat (-) ⟮-⟯ [Pause] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Squat Pause  /  with Barbell,,Squat,,,Pause,,,,,Barbell,
915,Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Belt Squat Machine⌋,Reverse Squat  /  with Lever Belt Squat Machine,,Squat,,,Reverse,,,,,Lever Belt Squat Machine,
916,"Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Reverse Squat  /  with Loop Band, Anchor",,Squat,,,Reverse,,,,,"Loop Band, Anchor",
851,"Squat (-) ⟮Anderson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Power Rack⌋","Anderson Squat  /  with Barbell, Power Rack",,Squat,,Anderson,,,,,,"Barbell, Power Rack",
852,Squat (-) ⟮Asian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Asian Squat  /  -,,Squat,,Asian,,,,,,-,
853,Squat (-) ⟮ATG⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,ATG Squat  /  -,,Squat,,ATG,,,,,,-,
923,Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,ATG Split Squat  /  -,,Squat,,ATG Split,,,,,,-,
924,Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,ATG Split Squat  /  with Dumbbells,,Squat,,ATG Split,,,,,,Dumbbells,
854,"Squat (-) ⟮Bench⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Bench Squat  /  with Dumbbells, Flat Bench",,Squat,,Bench,,,,,,"Dumbbells, Flat Bench",
855,"Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Plyometric Box⌋","Box Squat  /  with Barbell, Plyometric Box",,Squat,,Box,,,,,,"Barbell, Plyometric Box",
857,"Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Plyometric Boxes, Dip Belt, Weight Plate⌋","Box Squat  /  with Plyometric Boxes, Dip Belt, Weight Plate",,Squat,,Box,,,,,,"Plyometric Boxes, Dip Belt, Weight Plate",
856,Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Bench⌋,Box Squat  /  with Step Bench,,Squat,,Box,,,,,,Step Bench,
859,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Bulgarian Squat  /  with Barbell, Flat Bench",,Squat,,Bulgarian,,,,,,"Barbell, Flat Bench",
860,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Bulgarian Squat  /  with Dumbbells, Flat Bench",,Squat,,Bulgarian,,,,,,"Dumbbells, Flat Bench",
861,Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Bulgarian Squat  /  with Flat Bench,,Squat,,Bulgarian,,,,,,Flat Bench,
862,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Deficit} ⌈-⌉ ⌊Dumbbells, Flat Bench, Step Bench⌋","Deficit Bulgarian Squat  /  with Dumbbells, Flat Bench, Step Bench",,Squat,,Bulgarian,,,,Deficit,,"Dumbbells, Flat Bench, Step Bench",
863,Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊Flat Bench⌋,Supported Bulgarian Squat  /  with Flat Bench,,Squat,,Bulgarian,,,,Supported,,Flat Bench,
922,"Squat (-) ⟮Bulgarian Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench, Mini Step Platform⌋","Bulgarian Split Squat  /  with Flat Bench, Mini Step Platform",,Squat,,Bulgarian Split,,,,,,"Flat Bench, Mini Step Platform",
858,"Squat (-) ⟮Bulgarian Zercher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Bulgarian Zercher Squat  /  with Barbell, Flat Bench",,Squat,,Bulgarian Zercher,,,,,,"Barbell, Flat Bench",
864,Squat (-) ⟮Clean⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Clean Squat  /  with Barbell,,Squat,,Clean,,,,,,Barbell,
865,Squat (-) ⟮Cossack⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cossack Squat  /  -,,Squat,,Cossack,,,,,,-,
866,Squat (-) ⟮Curtsy⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Curtsy Squat  /  -,,Squat,,Curtsy,,,,,,-,
867,Squat (-) ⟮Cyclist⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Platform⌋,Cyclist Squat  /  with Step Platform,,Squat,,Cyclist,,,,,,Step Platform,
868,Squat (-) ⟮Dead⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Dead Squat  /  -,,Squat,,Dead,,,,,,-,
869,Squat (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Frog Squat  /  -,,Squat,,Frog,,,,,,-,
870,"Squat (-) ⟮Front⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Front Squat  /  with Barbell, Flat Bench",,Squat,,Front,,,,,,"Barbell, Flat Bench",
871,Squat (-) ⟮Front⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Front Squat  /  with Barbell,,Squat,,Front,,,,,,Barbell,
873,"Squat (-) ⟮Front⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Front Squat  /  with Cable Machine, D Handles",,Squat,,Front,,,,,,"Cable Machine, D Handles",
872,"Squat (-) ⟮Front⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Front Squat  /  with Cable Machine, Double Tricep Rope",,Squat,,Front,,,,,,"Cable Machine, Double Tricep Rope",
874,Squat (-) ⟮Front⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Front Squat  /  with Dumbbells,,Squat,,Front,,,,,,Dumbbells,
875,Squat (-) ⟮Front⟯ [-] ⟨Clean Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Clean Grip Front Squat  /  with Barbell,,Squat,,Front,,Clean Grip,,,,Barbell,
