id,decoding,title,aliases,categories,subcategories,types,focuses,variations,motions,grips,configurations,facilitations,orientations,equipment,positions,difficulty,source
811,Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋,Skull Crusher  /  with Smith Machine,,Strength,Bodyweight,Skull Crusher,,,,,,,,Smith Machine,Inclined Forward Suspended,,../Exercises/Skull Crusher (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋
816,"Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋","Close Grip Skull Crusher  /  with Barbell, Abdominal Bench",,Strength,Free Weight,Skull Crusher,,,,Close Grip,,,,"Barbell, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋"
817,"Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Bench⌋","Close Grip Skull Crusher  /  with Barbell, Inclined Bench",,Strength,Free Weight,Skull Crusher,,,,Close Grip,,,,"Barbell, Inclined Bench",Inclined Backward Sitting,,"../Exercises/Skull Crusher (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Bench⌋"
818,"Skull Crusher (-) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Reverse Grip Skull Crusher  /  with Barbell, Flat Bench",,Strength,Free Weight,Skull Crusher,,,,Reverse Grip,,,,"Barbell, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Skull Crusher (-) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
819,Slam (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋,Overhead Slam  /  with Medicine Ball,,Strength,Free Weight,Slam,,,Overhead,,,,,Medicine Ball,"Standing, Half Forward Bent",,../Exercises/Slam (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋
820,"Sledge Hammer (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire, Hammer⌋","Sledge Hammer  /  with Training Tire, Hammer",,"Endurance, Strength",Free Weight,Sledge Hammer,,,,,,,,"Training Tire, Hammer","Standing, Bent",,"../Exercises/Sledge Hammer (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire, Hammer⌋"
821,Slide (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Slide  /  -,,Strength,Bodyweight,Slide,,,,,,,,,Standing,,../Exercises/Slide (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
142,Slide (-) ⟮Hell⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Hell Slide  /  -,,Strength,Bodyweight,Slide,,Hell,,,,,,,"Supine Lying, Raised Knee Supine Lying",,../Exercises/Slide (-) ⟮Hell⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
822,"Slide (Serratus) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Foam Roller, Wall⌋","Serratus Slide  /  with Foam Roller, Wall",,Strength,Bodyweight,Slide,Serratus,,,,,,,"Foam Roller, Wall",Standing,,"../Exercises/Slide (Serratus) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Foam Roller, Wall⌋"
823,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Snatch  /  with Barbell,,Strength,Free Weight,Snatch,,,,,,,,Barbell,"Standing, Squatting",,../Exercises/Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
824,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,1 Arm Snatch  /  with Dumbbell,,Strength,Free Weight,Snatch,,,,,1 Arm,,,Dumbbell,"Standing, Partial Squatting, Squatting",,../Exercises/Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋
825,Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,1 Arm Snatch  /  with Kettlebell,,Strength,Free Weight,Snatch,,,,,1 Arm,,,Kettlebell,"Standing, Bent",,../Exercises/Snatch (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
826,Snatch (-) ⟮Balance⟯ [Heaving] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Heaving Balance Snatch  /  with Barbell,,Strength,Free Weight,Snatch,,Balance,Heaving,,,,,Barbell,"Standing, Squatting, Partial Squatting",,../Exercises/Snatch (-) ⟮Balance⟯ [Heaving] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
827,Snatch (-) ⟮Muscle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Muscle Snatch  /  with Barbell,,Strength,Free Weight,Snatch,,Muscle,,,,,,Barbell,"Standing, Squatting",,../Exercises/Snatch (-) ⟮Muscle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
828,Snatch (-) ⟮Power⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Power Snatch  /  with Barbell,,Strength,Free Weight,Snatch,,Power,,,,,,Barbell,"Standing, Partial Squatting, Squatting",,../Exercises/Snatch (-) ⟮Power⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
829,Snatch (-) ⟮Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Split Snatch  /  with Kettlebell,,Strength,Free Weight,Snatch,,Split,,,,,,Kettlebell,"Standing, Partial Squatting, Split Squatting",,../Exercises/Snatch (-) ⟮Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
832,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,,,,,"Standing, Partial Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
830,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Squat  /  with Barbell, Flat Bench",,"Flexibility, Strength",Free Weight,Squat,,,,,,,,"Barbell, Flat Bench","Sit Kneeling, Vertical Kneeling",,"../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
833,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Squat Rack⌋","Squat  /  with Barbell, Squat Rack",,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,,,,"Barbell, Squat Rack","Standing, Squatting",,"../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Squat Rack⌋"
834,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,,,,Barbell,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
835,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Squat  /  with Dumbbells,,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,,,,Dumbbells,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
837,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋,Squat  /  with Kettlebells,,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,,,,Kettlebells,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋
838,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋,Squat  /  with Smith Machine,,"Balance, Flexibility, Strength",Weight Machine,Squat,,,,,,,,Smith Machine,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Smith Machine⌋
836,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball, Wall⌋","Squat  /  with Stability Ball, Wall",,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,,,,"Stability Ball, Wall","Standing, Squatting",,"../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball, Wall⌋"
831,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋","Squat  /  with Tube Band, D Handles",,"Balance, Flexibility, Strength",Resistance Band,Squat,,,,,,,,"Tube Band, D Handles","Standing, Squatting",,"../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋"
839,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Squat  /  with Wall,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,,,,Wall,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋
841,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊-⌋,1 Leg Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,1 Leg,,,,"1 Leg Standing, 1 Leg Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊-⌋
840,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {Supported} ⌈-⌉ ⌊-⌋,Supported 1 Leg Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,1 Leg,Supported,,,"1 Leg Standing, 1 Leg Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {Supported} ⌈-⌉ ⌊-⌋
842,"Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Elevated Heel⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Step Platform⌋","Elevated Heel Squat  /  with Barbell, Inclined Step Platform",,"Balance, Flexibility, Strength","Bodyweight, Free Weight",Squat,,,,,Elevated Heel,,,"Barbell, Inclined Step Platform","Standing, Full Squatting",,"../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Elevated Heel⧽ {-} ⌈-⌉ ⌊Barbell, Inclined Step Platform⌋"
843,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼High Knee⧽ {-} ⌈-⌉ ⌊-⌋,High Knee Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,,,High Knee,,,,"1 Leg Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼High Knee⧽ {-} ⌈-⌉ ⌊-⌋
844,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Narrow Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋,Narrow Stance Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,Narrow Stance,,,Barbell,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Narrow Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋
850,Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Wide Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋,Wide Stance Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,,,Wide Stance,,,Barbell,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Wide Stance⧽ {-} ⌈-⌉ ⌊Barbell⌋
890,Squat (-) ⟮-⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,High Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,High,,,,,Barbell,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮-⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
900,Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lateral Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,Lateral,,,,,,"Legs Apart Standing, Lateral Squatting",,../Exercises/Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
901,Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Lateral Squat  /  with Kettlebell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,Lateral,,,,,Kettlebell,"Standing, Lateral Squatting",,../Exercises/Squat (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
846,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Overhead Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,Overhead,,,,,Barbell,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
845,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Free Bar⌋,Overhead Squat  /  with Free Bar,,"Balance, Flexibility, Strength",Bodyweight,Squat,,,Overhead,,,,,Free Bar,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Free Bar⌋
847,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Overhead Squat  /  with Kettlebell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,Overhead,,,,,Kettlebell,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
848,Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋,Overhead Squat  /  with Loop Band,,"Balance, Flexibility, Strength",Resistance Band,Squat,,,Overhead,,,,,Loop Band,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋
849,Squat (-) ⟮-⟯ [Pause] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Squat Pause  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,,Pause,,,,,Barbell,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [Pause] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
915,Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Belt Squat Machine⌋,Reverse Squat  /  with Lever Belt Squat Machine,,"Flexibility, Strength",Weight Machine,Squat,,,Reverse,,,,,Lever Belt Squat Machine,"Standing, Squatting",,../Exercises/Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Belt Squat Machine⌋
916,"Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Reverse Squat  /  with Loop Band, Anchor",,"Flexibility, Strength",Resistance Band,Squat,,,Reverse,,,,,"Loop Band, Anchor","Supine Lying, Raised Legs Supine Lying",,"../Exercises/Squat (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋"
851,"Squat (-) ⟮Anderson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Power Rack⌋","Anderson Squat  /  with Barbell, Power Rack",,"Balance, Flexibility, Strength",Weight Machine,Squat,,Anderson,,,,,,"Barbell, Power Rack","Standing, Squatting",,"../Exercises/Squat (-) ⟮Anderson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Power Rack⌋"
852,Squat (-) ⟮Asian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Asian Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Asian,,,,,,,Full Squatting,,../Exercises/Squat (-) ⟮Asian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
853,Squat (-) ⟮ATG⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,ATG Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,ATG,,,,,,,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮ATG⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
923,Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,ATG Split Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,"ATG, Split",,,,,,,"Leg Forward Standing, Lunge",,../Exercises/Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
924,Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,ATG Split Squat  /  with Dumbbells,,"Balance, Flexibility, Strength",Free Weight,Squat,,"ATG, Split",,,,,,Dumbbells,"Leg Forward Standing, Lunge",,../Exercises/Squat (-) ⟮ATG Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
854,"Squat (-) ⟮Bench⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Bench Squat  /  with Dumbbells, Flat Bench",,"Balance, Flexibility, Strength",Free Weight,Squat,,Bench,,,,,,"Dumbbells, Flat Bench","Sitting, Standing",,"../Exercises/Squat (-) ⟮Bench⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
855,"Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Plyometric Box⌋","Box Squat  /  with Barbell, Plyometric Box",,"Balance, Flexibility, Strength",Free Weight,Squat,,Box,,,,,,"Barbell, Plyometric Box","Sitting, Standing",,"../Exercises/Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Plyometric Box⌋"
857,"Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Plyometric Boxes, Dip Belt, Weight Plate⌋","Box Squat  /  with Plyometric Boxes, Dip Belt, Weight Plate",,"Balance, Flexibility, Strength",Bodyweight,Squat,,Box,,,,,,"Plyometric Boxes, Dip Belt, Weight Plate","Standing, Full Squatting",,"../Exercises/Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Plyometric Boxes, Dip Belt, Weight Plate⌋"
856,Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Bench⌋,Box Squat  /  with Step Bench,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Box,,,,,,Step Bench,"Standing, Squatting",,../Exercises/Squat (-) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Bench⌋
859,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Bulgarian Squat  /  with Barbell, Flat Bench",,"Balance, Flexibility, Strength","Bodyweight, Free Weight",Squat,,Bulgarian,,,,,,"Barbell, Flat Bench","1 Leg Standing, Split Squatting",,"../Exercises/Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
860,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Bulgarian Squat  /  with Dumbbells, Flat Bench",,"Balance, Flexibility, Strength",Free Weight,Squat,,Bulgarian,,,,,,"Dumbbells, Flat Bench","1 Leg Standing, Split Squatting",,"../Exercises/Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
861,Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Bulgarian Squat  /  with Flat Bench,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Bulgarian,,,,,,Flat Bench,"1 Leg Standing, Split Squatting",,../Exercises/Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋
862,"Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Deficit} ⌈-⌉ ⌊Dumbbells, Flat Bench, Step Bench⌋","Deficit Bulgarian Squat  /  with Dumbbells, Flat Bench, Step Bench",,"Balance, Flexibility, Strength","Bodyweight, Free Weight",Squat,,Bulgarian,,,,Deficit,,"Dumbbells, Flat Bench, Step Bench","1 Leg Standing, Split Squatting",,"../Exercises/Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Deficit} ⌈-⌉ ⌊Dumbbells, Flat Bench, Step Bench⌋"
863,Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊Flat Bench⌋,Supported Bulgarian Squat  /  with Flat Bench,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Bulgarian,,,,Supported,,Flat Bench,"1 Leg Standing, Split Squatting",,../Exercises/Squat (-) ⟮Bulgarian⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊Flat Bench⌋
922,"Squat (-) ⟮Bulgarian Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench, Mini Step Platform⌋","Bulgarian Split Squat  /  with Flat Bench, Mini Step Platform",,"Balance, Flexibility, Strength",Bodyweight,Squat,,"Bulgarian, Split",,,,,,"Flat Bench, Mini Step Platform","1 Leg Standing, 1 Leg Squatting",,"../Exercises/Squat (-) ⟮Bulgarian Split⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench, Mini Step Platform⌋"
858,"Squat (-) ⟮Bulgarian Zercher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Bulgarian Zercher Squat  /  with Barbell, Flat Bench",,"Balance, Flexibility, Strength","Bodyweight, Free Weight",Squat,,"Bulgarian, Zercher",,,,,,"Barbell, Flat Bench","1 Leg Standing, Split Squatting",,"../Exercises/Squat (-) ⟮Bulgarian Zercher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
864,Squat (-) ⟮Clean⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Clean Squat  /  with Barbell,,"Balance, Flexibility, Strength",Free Weight,Squat,,Clean,,,,,,Barbell,"Standing, Squatting, Full Squatting",,../Exercises/Squat (-) ⟮Clean⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
865,Squat (-) ⟮Cossack⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cossack Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Cossack,,,,,,,"Legs Apart Standing, Lateral Full Squatting",,../Exercises/Squat (-) ⟮Cossack⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
866,Squat (-) ⟮Curtsy⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Curtsy Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Curtsy,,,,,,,"Standing, Rear Lunge",,../Exercises/Squat (-) ⟮Curtsy⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
867,Squat (-) ⟮Cyclist⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Platform⌋,Cyclist Squat  /  with Step Platform,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Cyclist,,,,,,Step Platform,"Standing, Full Squatting",,../Exercises/Squat (-) ⟮Cyclist⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Platform⌋
868,Squat (-) ⟮Dead⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Dead Squat  /  -,,"Balance, Flexibility, Strength",Weight Machine,Squat,,Dead,,,,,,,"Standing, Squatting",,../Exercises/Squat (-) ⟮Dead⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
869,Squat (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Frog Squat  /  -,,"Balance, Flexibility, Strength",Bodyweight,Squat,,Frog,,,,,,,"Partial Squatting, Full Squatting",,../Exercises/Squat (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
